order_id,warehouse_date,delivery_due_date,product_group,unit_of_measure,volume,tl_cost,ltl_cost
5076,01/09/2008,01/12/2008,Kitchenware,642,27315,945,270
5077,02/08/2013,02/13/2013,Kitchenware,988,23505,928,215
5078,12/22/2012,02/02/2013,Kitchenware,552,4497,936,242
5079,02/14/2009,04/08/2009,Kitchenware,741,23026,870,206
5080,02/19/2008,03/10/2008,Kitchenware,1091,22017,829,242
5081,10/28/2014,12/19/2014,Kitchenware,897,19021,868,227
5082,10/26/2011,12/17/2011,Kitchenware,980,35514,965,265
5083,09/01/2013,10/14/2013,Kitchenware,602,8597,912,259
5084,07/21/2012,07/26/2012,Kitchenware,852,7107,960,202
5085,05/01/2012,05/14/2012,Kitchenware,1000,36268,920,200
5086,03/30/2008,03/31/2008,Kitchenware,1018,38693,985,230
5087,06/20/2009,08/02/2009,Kitchenware,821,22248,901,255
5088,02/27/2011,04/06/2011,Kitchenware,1035,13100,858,245
5089,04/18/2010,06/05/2010,Kitchenware,901,11340,896,231
5090,11/05/2006,12/07/2006,Kitchenware,648,19460,952,217
5091,03/12/2010,03/13/2010,Kitchenware,898,29610,942,267
5092,08/20/2009,08/24/2009,Kitchenware,633,8717,819,234
5093,05/12/2006,06/20/2006,Kitchenware,1054,30550,935,222
5094,11/21/2009,01/18/2010,Kitchenware,814,6728,832,212
5095,06/17/2011,07/05/2011,Kitchenware,786,5373,932,213
5096,08/08/2014,10/02/2014,Kitchenware,708,33532,925,236
5097,09/13/2008,10/01/2008,Kitchenware,1035,12063,849,204
5098,06/11/2010,07/12/2010,Kitchenware,989,34585,859,221
5099,04/04/2013,05/19/2013,Kitchenware,997,3438,967,227
5100,04/08/2008,05/23/2008,Kitchenware,752,7641,887,203
5101,05/24/2009,06/09/2009,Kitchenware,1084,20636,843,249
5102,08/18/2012,09/20/2012,Kitchenware,611,33916,849,228
5103,07/13/2006,09/05/2006,Kitchenware,1067,10864,898,236
5104,05/31/2006,06/28/2006,Kitchenware,534,37435,829,234
5105,07/14/2014,08/22/2014,Kitchenware,646,28607,974,219
5106,04/26/2007,04/27/2007,Kitchenware,717,32321,905,234
5107,07/18/2011,07/31/2011,Kitchenware,497,36740,876,201
5108,01/16/2008,03/10/2008,Kitchenware,935,19429,896,257
5109,02/18/2006,03/23/2006,Kitchenware,644,48191,849,217
5110,02/08/2012,02/14/2012,Kitchenware,469,10127,845,255
5111,06/16/2013,07/27/2013,Kitchenware,1111,16627,940,263
5112,09/20/2014,10/30/2014,Kitchenware,669,37288,808,251
5113,03/17/2012,03/21/2012,Kitchenware,667,37079,801,221
5114,05/02/2009,05/24/2009,Kitchenware,1109,9009,930,259
5115,07/11/2007,07/30/2007,Kitchenware,712,37226,937,209
5116,03/11/2012,03/24/2012,Kitchenware,519,29820,923,205
5117,11/30/2011,12/26/2011,Kitchenware,523,49276,963,205
5118,03/07/2009,03/16/2009,Kitchenware,990,13453,816,227
5119,04/29/2014,06/15/2014,Kitchenware,881,10260,873,241
5120,05/21/2006,06/25/2006,Kitchenware,511,43817,832,273
5121,12/24/2006,01/27/2007,Kitchenware,803,6614,899,240
5122,02/08/2012,04/08/2012,Kitchenware,464,12687,888,262
5123,07/25/2011,09/14/2011,Kitchenware,1122,11148,931,221
5124,01/20/2009,03/15/2009,Kitchenware,1012,23480,877,228
5125,07/09/2014,08/07/2014,Kitchenware,1021,24385,908,270
5126,02/21/2009,02/22/2009,Kitchenware,882,15671,893,233
5127,11/19/2010,12/08/2010,Kitchenware,887,34781,951,201
5128,08/11/2012,10/06/2012,Kitchenware,455,5803,933,225
5129,05/13/2006,06/04/2006,Kitchenware,916,29634,968,274
5130,03/09/2012,03/19/2012,Kitchenware,1078,47589,882,218
5131,03/21/2014,04/21/2014,Kitchenware,794,1567,904,219
5132,05/22/2014,07/11/2014,Kitchenware,1048,41888,978,232
5133,02/20/2013,03/02/2013,Kitchenware,818,38078,931,203
5134,07/25/2012,07/29/2012,Kitchenware,621,34864,814,231
5135,04/23/2007,06/17/2007,Kitchenware,961,16378,912,218
5136,12/04/2014,12/13/2014,Kitchenware,576,5279,820,202
5137,04/14/2011,04/17/2011,Kitchenware,1012,8312,945,260
5138,05/03/2014,05/31/2014,Kitchenware,739,21914,864,237
5139,12/11/2010,12/12/2010,Kitchenware,799,32012,975,205
5140,12/26/2009,01/21/2010,Kitchenware,670,7774,963,255
5141,04/11/2013,05/31/2013,Kitchenware,970,29914,814,239
5142,04/07/2008,04/22/2008,Kitchenware,955,34207,806,268
5143,08/20/2006,09/12/2006,Kitchenware,814,8466,839,241
5144,09/13/2007,10/01/2007,Kitchenware,1112,4209,902,273
5145,08/06/2008,10/02/2008,Kitchenware,1036,37258,966,201
5146,06/21/2006,08/05/2006,Kitchenware,1098,7751,858,227
5147,09/28/2007,11/21/2007,Kitchenware,946,15425,825,216
5148,03/20/2007,03/30/2007,Kitchenware,536,7781,842,269
5149,10/26/2012,12/24/2012,Kitchenware,1102,28491,896,268
5150,06/29/2011,08/19/2011,Kitchenware,518,1300,887,238
5151,10/23/2011,11/25/2011,Kitchenware,879,21221,821,206
5152,01/29/2011,03/14/2011,Kitchenware,794,21301,939,231
5153,08/12/2008,10/06/2008,Kitchenware,709,47586,909,203
5154,03/03/2012,05/01/2012,Kitchenware,717,11040,854,220
5155,05/07/2014,06/06/2014,Kitchenware,955,10131,946,231
5156,06/28/2009,07/09/2009,Kitchenware,954,15693,802,213
5157,02/04/2008,02/28/2008,Kitchenware,1063,1024,874,269
5158,02/06/2013,02/25/2013,Kitchenware,866,17444,922,274
5159,03/15/2014,04/01/2014,Kitchenware,518,32693,986,245
5160,01/21/2008,02/09/2008,Kitchenware,520,47162,994,219
5161,12/10/2012,12/19/2012,Kitchenware,1101,3472,949,257
5162,03/31/2009,05/23/2009,Kitchenware,949,36732,968,247
5163,09/10/2014,09/20/2014,Kitchenware,1020,35980,993,206
5164,02/07/2009,03/25/2009,Kitchenware,592,40560,882,239
5165,08/15/2006,09/10/2006,Kitchenware,492,49167,853,258
5166,01/31/2010,03/23/2010,Kitchenware,551,18038,975,235
5167,10/19/2014,11/07/2014,Kitchenware,555,30602,999,243
5168,12/27/2006,12/30/2006,Kitchenware,763,32545,876,230
5169,08/17/2007,08/25/2007,Kitchenware,567,6446,937,241
5170,02/18/2013,03/29/2013,Kitchenware,945,43745,926,243
5171,04/19/2012,06/02/2012,Kitchenware,489,38340,919,242
5172,04/09/2013,05/19/2013,Kitchenware,545,40278,967,242
5173,03/10/2011,04/27/2011,Kitchenware,757,18221,937,246
5174,12/03/2011,01/01/2012,Kitchenware,660,2432,998,205
5175,06/20/2012,08/04/2012,Kitchenware,909,9330,921,265
5176,11/10/2010,11/26/2010,Kitchenware,869,35930,886,208
5177,01/28/2008,02/11/2008,Kitchenware,835,24258,876,210
5178,08/29/2009,10/06/2009,Kitchenware,558,1415,953,276
5179,04/14/2008,05/15/2008,Kitchenware,718,17533,940,217
5180,01/10/2014,01/12/2014,Kitchenware,548,39912,960,224
5181,06/06/2007,06/19/2007,Kitchenware,656,16935,842,273
5182,03/15/2010,04/27/2010,Kitchenware,468,2320,995,257
5183,06/17/2012,06/22/2012,Kitchenware,605,39912,840,229
5184,08/22/2014,08/27/2014,Kitchenware,789,49737,887,200
5185,06/30/2009,08/17/2009,Kitchenware,846,32054,940,262
5186,11/04/2012,12/31/2012,Kitchenware,900,26579,990,228
5187,04/15/2012,05/27/2012,Kitchenware,589,36765,974,265
5188,12/06/2008,01/04/2009,Kitchenware,843,35527,911,274
5189,06/02/2008,06/05/2008,Kitchenware,982,47660,866,252
5190,06/01/2007,06/28/2007,Kitchenware,587,25154,914,218
5191,12/22/2009,01/14/2010,Kitchenware,686,10745,815,265
5192,03/20/2011,04/26/2011,Kitchenware,738,3988,879,251
5193,01/28/2007,02/13/2007,Kitchenware,528,10013,958,230
5194,04/07/2006,04/08/2006,Kitchenware,1006,33228,872,259
5195,06/23/2013,07/12/2013,Kitchenware,617,29639,810,267
5196,06/01/2012,07/19/2012,Kitchenware,1026,21553,823,229
5197,09/24/2011,10/19/2011,Kitchenware,972,48219,973,212
5198,01/26/2012,03/12/2012,Kitchenware,988,2692,963,214
5199,08/25/2010,09/02/2010,Kitchenware,556,1125,944,219
5200,10/28/2012,11/18/2012,Kitchenware,658,17375,951,233
5201,09/07/2006,10/11/2006,Kitchenware,884,10182,890,219
5202,08/08/2014,10/02/2014,Kitchenware,768,41950,926,249
5203,06/15/2011,06/18/2011,Kitchenware,530,19882,805,226
5204,11/20/2006,12/08/2006,Kitchenware,822,44557,960,229
5205,03/26/2011,05/16/2011,Kitchenware,499,34799,877,255
5206,01/17/2010,01/23/2010,Kitchenware,942,47546,983,264
5207,08/09/2007,08/15/2007,Kitchenware,702,22513,851,254
5208,08/15/2012,10/10/2012,Kitchenware,1032,37078,860,223
5209,08/19/2009,09/13/2009,Kitchenware,666,30870,885,224
5210,08/01/2012,08/21/2012,Kitchenware,1101,32058,967,252
5211,02/04/2009,02/08/2009,Kitchenware,546,27379,884,275
5212,11/08/2012,11/19/2012,Kitchenware,575,7590,976,210
5213,05/16/2012,06/27/2012,Kitchenware,665,8715,853,259
5214,05/06/2014,06/05/2014,Kitchenware,923,25690,959,276
5215,05/17/2013,05/29/2013,Kitchenware,904,38499,980,246
5216,08/03/2014,08/16/2014,Kitchenware,468,30604,895,224
5217,04/08/2012,04/28/2012,Kitchenware,1006,45644,902,224
5218,10/11/2011,10/18/2011,Kitchenware,1075,16852,865,216
5219,09/08/2013,10/02/2013,Kitchenware,775,39330,947,211
5220,12/22/2014,02/11/2015,Kitchenware,926,7192,818,251
5221,11/03/2013,01/01/2014,Kitchenware,785,34924,841,210
5222,07/06/2012,08/22/2012,Kitchenware,625,13264,934,209
5223,08/10/2013,10/05/2013,Kitchenware,867,10136,957,259
5224,01/09/2006,02/19/2006,Kitchenware,928,37053,839,253
5225,09/22/2010,10/21/2010,Kitchenware,495,20999,847,262
5226,11/05/2012,01/02/2013,Kitchenware,476,11438,947,219
5227,01/16/2014,03/07/2014,Kitchenware,531,8458,907,204
5228,03/23/2011,04/03/2011,Kitchenware,948,1051,911,240
5229,05/24/2007,06/08/2007,Kitchenware,992,29491,864,262
5230,05/20/2006,06/07/2006,Kitchenware,775,48361,933,255
5231,12/07/2012,01/12/2013,Kitchenware,1056,6620,970,231
5232,01/23/2011,03/18/2011,Kitchenware,880,23555,879,226
5233,07/01/2010,07/18/2010,Kitchenware,1034,41843,840,267
5234,01/12/2007,03/12/2007,Kitchenware,695,37308,879,247
5235,02/10/2008,03/31/2008,Kitchenware,580,29520,844,206
5236,05/13/2010,06/24/2010,Kitchenware,811,17533,937,245
5237,07/19/2007,08/14/2007,Kitchenware,1021,2624,814,217
5238,11/18/2006,01/02/2007,Kitchenware,871,21653,889,237
5239,07/22/2006,07/27/2006,Kitchenware,861,3108,907,264
5240,09/24/2012,11/10/2012,Kitchenware,1102,38682,965,216
5241,06/05/2014,06/14/2014,Kitchenware,958,27188,911,237
5242,12/07/2014,01/05/2015,Kitchenware,831,36531,966,262
5243,07/25/2013,09/10/2013,Kitchenware,834,20560,975,241
5244,02/18/2006,03/30/2006,Kitchenware,895,18130,952,207
5245,04/15/2010,06/06/2010,Kitchenware,1010,42394,812,229
5246,09/23/2007,10/27/2007,Kitchenware,749,14156,866,263
5247,04/01/2007,04/10/2007,Kitchenware,545,49359,983,208
5248,03/10/2013,03/21/2013,Kitchenware,752,33799,976,256
5249,08/09/2009,09/11/2009,Kitchenware,1003,39938,950,258
5250,07/27/2011,08/24/2011,Kitchenware,488,3315,884,266
5251,03/30/2010,04/15/2010,Kitchenware,914,19312,947,274
5252,02/20/2012,03/10/2012,Kitchenware,886,16317,871,204
5253,09/03/2014,09/13/2014,Kitchenware,773,23854,829,203
5254,01/15/2011,03/14/2011,Kitchenware,1015,41922,815,207
5255,06/29/2010,08/18/2010,Kitchenware,479,25054,956,241
5256,09/10/2008,10/16/2008,Kitchenware,858,8018,925,234
5257,06/16/2010,07/04/2010,Kitchenware,1072,44602,962,212
5258,09/09/2014,09/18/2014,Kitchenware,560,35245,987,204
5259,04/26/2007,05/31/2007,Kitchenware,954,41097,844,239
5260,06/09/2010,06/22/2010,Kitchenware,502,25846,964,218
5261,05/11/2014,05/21/2014,Kitchenware,1002,26439,884,203
5262,08/18/2007,08/25/2007,Kitchenware,798,11931,822,258
5263,12/08/2012,01/19/2013,Kitchenware,775,33040,856,217
5264,08/13/2007,09/09/2007,Kitchenware,992,30805,836,223
5265,01/04/2009,01/29/2009,Kitchenware,716,31509,987,230
5266,06/10/2007,06/15/2007,Kitchenware,642,39241,818,257
5267,12/18/2007,01/31/2008,Kitchenware,859,33580,804,227
5268,02/27/2007,04/05/2007,Kitchenware,1083,41239,911,208
5269,08/08/2006,08/12/2006,Kitchenware,525,37806,817,244
5270,01/05/2006,02/14/2006,Kitchenware,1103,36614,928,248
5271,04/24/2014,06/02/2014,Kitchenware,529,46063,992,201
5272,06/20/2006,08/07/2006,Kitchenware,583,12782,935,205
5273,12/10/2014,12/17/2014,Kitchenware,985,37490,910,228
5274,02/16/2011,03/14/2011,Kitchenware,752,48656,989,225
5275,03/31/2008,05/18/2008,Kitchenware,757,24233,995,227
5276,03/26/2009,04/30/2009,Kitchenware,834,49970,866,206
5277,05/16/2010,06/08/2010,Kitchenware,995,24508,949,233
5278,08/17/2008,09/08/2008,Kitchenware,952,16611,810,255
5279,09/30/2013,10/30/2013,Kitchenware,834,9680,980,209
5280,02/12/2008,02/27/2008,Kitchenware,739,22107,988,256
5281,10/14/2010,10/25/2010,Kitchenware,625,18499,810,246
5282,09/06/2013,09/26/2013,Kitchenware,1118,25916,934,226
5283,12/24/2006,01/13/2007,Kitchenware,875,33191,896,238
5284,06/10/2009,06/29/2009,Kitchenware,970,22921,936,221
5285,08/20/2014,09/28/2014,Kitchenware,758,13836,829,218
5286,05/15/2011,05/21/2011,Kitchenware,526,49381,847,208
5287,04/23/2010,06/19/2010,Kitchenware,460,1719,900,218
5288,02/13/2010,02/16/2010,Kitchenware,500,8749,935,201
5289,04/22/2010,05/11/2010,Kitchenware,893,45035,800,260
5290,02/06/2011,04/01/2011,Kitchenware,511,8944,862,258
5291,09/25/2006,10/28/2006,Kitchenware,818,12697,843,269
5292,11/18/2012,12/10/2012,Kitchenware,949,34400,951,270
5293,08/28/2010,09/06/2010,Kitchenware,1016,7073,904,269
5294,12/15/2008,02/07/2009,Kitchenware,542,33695,939,232
5295,11/13/2011,12/07/2011,Kitchenware,979,30272,805,264
5296,04/28/2012,06/16/2012,Kitchenware,706,11691,956,224
5297,11/23/2006,01/21/2007,Kitchenware,1031,46311,949,269
5298,08/31/2011,10/18/2011,Kitchenware,694,29478,940,227
5299,11/21/2012,01/01/2013,Kitchenware,573,25533,989,217
5300,01/28/2011,03/14/2011,Kitchenware,945,47321,916,262
5301,08/16/2013,10/02/2013,Kitchenware,492,32248,978,248
5302,07/28/2014,08/29/2014,Kitchenware,714,4205,913,265
5303,11/26/2008,01/15/2009,Kitchenware,1086,12628,918,239
5304,08/16/2009,09/13/2009,Kitchenware,988,1610,807,265
5305,05/21/2006,06/20/2006,Kitchenware,540,47487,957,203
5306,04/21/2009,05/26/2009,Kitchenware,762,42811,984,233
5307,03/21/2006,03/26/2006,Kitchenware,1058,43974,944,204
5308,12/19/2012,02/15/2013,Kitchenware,517,17447,847,221
5309,02/05/2011,02/13/2011,Kitchenware,1039,9861,854,219
5310,03/05/2010,03/27/2010,Kitchenware,895,3415,905,246
5311,10/10/2011,11/12/2011,Kitchenware,813,22563,851,276
5312,02/27/2010,03/12/2010,Kitchenware,1066,39215,989,233
5313,10/22/2013,10/30/2013,Kitchenware,1060,7306,859,243
5314,04/10/2008,04/15/2008,Kitchenware,856,13363,860,205
5315,03/09/2009,03/31/2009,Kitchenware,537,33711,989,255
5316,01/04/2007,01/10/2007,Kitchenware,955,25552,831,228
5317,04/13/2011,06/06/2011,Kitchenware,974,10934,887,252
5318,05/20/2013,06/10/2013,Kitchenware,556,10909,875,200
5319,12/23/2006,01/24/2007,Kitchenware,1118,44558,822,258
5320,01/23/2011,03/16/2011,Kitchenware,535,38482,891,247
5321,05/14/2007,06/10/2007,Kitchenware,1053,36607,985,206
5322,07/05/2010,08/03/2010,Kitchenware,718,2135,937,231
5323,02/24/2011,04/01/2011,Kitchenware,693,38284,806,260
5324,05/24/2008,07/02/2008,Kitchenware,807,28215,829,256
5325,08/15/2009,10/06/2009,Kitchenware,824,38279,815,250
5326,09/10/2012,10/23/2012,Kitchenware,652,17319,971,218
5327,09/23/2010,11/20/2010,Kitchenware,791,13621,815,226
5328,08/23/2013,10/08/2013,Kitchenware,901,11558,814,262
5329,04/03/2006,04/06/2006,Kitchenware,513,2753,936,259
5330,10/02/2011,10/27/2011,Kitchenware,1004,11220,918,260
5331,07/27/2014,08/19/2014,Kitchenware,489,31575,922,260
5332,11/01/2009,12/10/2009,Kitchenware,675,42733,882,244
5333,07/26/2006,09/21/2006,Kitchenware,890,42745,827,220
5334,12/13/2014,02/02/2015,Kitchenware,680,23268,992,243
5335,04/23/2013,05/06/2013,Kitchenware,645,46519,972,200
5336,11/14/2012,11/15/2012,Kitchenware,943,12443,963,243
5337,12/04/2007,01/29/2008,Kitchenware,478,16321,905,261
5338,12/24/2012,01/26/2013,Kitchenware,710,15679,941,260
5339,11/05/2009,11/18/2009,Kitchenware,559,47998,970,249
5340,06/27/2007,08/23/2007,Kitchenware,905,34178,983,274
5341,07/21/2010,07/31/2010,Kitchenware,722,19493,870,240
5342,07/05/2012,08/13/2012,Kitchenware,592,9126,910,232
5343,06/06/2012,06/10/2012,Kitchenware,803,23093,988,211
5344,05/08/2014,05/18/2014,Kitchenware,452,21785,845,201
5345,03/22/2008,04/05/2008,Kitchenware,786,46643,873,220
5346,07/31/2009,09/12/2009,Kitchenware,940,43589,868,213
5347,12/11/2010,02/09/2011,Kitchenware,554,32672,861,233
5348,05/18/2012,06/18/2012,Kitchenware,517,33458,953,263
5349,10/10/2013,11/03/2013,Kitchenware,786,9645,861,222
5350,05/14/2014,06/15/2014,Kitchenware,1120,5874,999,249
5351,04/24/2006,04/28/2006,Kitchenware,546,17215,845,213
5352,08/07/2014,09/01/2014,Kitchenware,773,23559,897,275
5353,01/12/2013,03/10/2013,Kitchenware,479,16900,847,245
5354,12/17/2010,12/26/2010,Kitchenware,589,24192,871,204
5355,02/21/2007,03/26/2007,Kitchenware,690,13952,822,265
5356,06/23/2006,07/23/2006,Kitchenware,1078,2268,833,221
5357,12/06/2014,12/24/2014,Kitchenware,663,21764,808,269
5358,11/10/2007,01/08/2008,Kitchenware,880,46702,909,201
5359,11/19/2013,12/19/2013,Kitchenware,500,33863,918,228
5360,09/11/2013,10/04/2013,Kitchenware,1038,8021,881,260
5361,04/28/2011,05/07/2011,Kitchenware,597,6868,815,270
5362,01/29/2008,03/14/2008,Kitchenware,501,9041,931,215
5363,08/24/2014,09/26/2014,Kitchenware,963,49263,910,263
5364,06/18/2009,07/09/2009,Kitchenware,894,23290,863,213
5365,08/31/2010,09/27/2010,Kitchenware,481,45168,957,242
5366,09/17/2012,11/16/2012,Kitchenware,565,34511,971,275
5367,08/23/2011,09/28/2011,Kitchenware,643,31333,860,242
5368,09/29/2011,10/27/2011,Kitchenware,1012,30048,900,269
5369,12/10/2011,01/25/2012,Kitchenware,960,4728,984,254
5370,01/21/2006,01/24/2006,Kitchenware,1040,25794,979,275
5371,01/04/2006,01/05/2006,Kitchenware,868,1594,966,230
5372,02/18/2013,04/07/2013,Kitchenware,963,20439,894,275
5373,07/16/2010,07/31/2010,Kitchenware,585,22555,902,273
5374,02/25/2008,03/31/2008,Kitchenware,1096,40624,862,239
5375,04/06/2009,04/27/2009,Kitchenware,1074,27605,845,226
5376,02/22/2012,04/06/2012,Kitchenware,490,9062,816,251
5377,11/30/2010,01/18/2011,Kitchenware,665,45419,876,206
5378,09/14/2008,10/25/2008,Kitchenware,1014,31312,823,245
5379,05/28/2011,07/19/2011,Kitchenware,704,18921,832,232
5380,01/11/2012,02/21/2012,Kitchenware,959,49588,937,207
5381,12/17/2009,02/05/2010,Kitchenware,823,21266,996,204
5382,02/16/2007,03/13/2007,Kitchenware,735,30004,987,260
5383,08/22/2009,10/19/2009,Kitchenware,916,43262,829,271
5384,12/22/2012,01/11/2013,Kitchenware,549,41899,820,259
5385,04/16/2013,06/05/2013,Kitchenware,595,34926,815,223
5386,04/19/2013,05/11/2013,Kitchenware,530,18528,868,206
5387,06/03/2007,07/30/2007,Kitchenware,472,44968,858,260
5388,05/30/2012,06/25/2012,Kitchenware,621,49460,937,235
5389,05/10/2007,05/24/2007,Kitchenware,1087,43975,972,226
5390,08/27/2008,10/09/2008,Gardening and Outdoor,831,16063,915,202
5391,05/04/2014,06/12/2014,Gardening and Outdoor,686,37234,886,219
5392,03/18/2013,04/18/2013,Gardening and Outdoor,797,24655,940,190
5393,10/21/2014,12/04/2014,Gardening and Outdoor,690,23555,967,293
5394,08/25/2009,08/26/2009,Gardening and Outdoor,713,32602,955,282
5395,01/09/2014,03/08/2014,Gardening and Outdoor,945,2144,987,183
5396,03/07/2008,03/13/2008,Gardening and Outdoor,874,13213,848,299
5397,07/01/2011,08/12/2011,Gardening and Outdoor,714,4411,953,270
5398,07/14/2007,07/26/2007,Gardening and Outdoor,915,7728,868,293
5399,01/24/2006,02/27/2006,Gardening and Outdoor,746,13801,852,173
5400,03/28/2014,04/06/2014,Gardening and Outdoor,656,20427,947,291
5401,04/28/2013,06/25/2013,Gardening and Outdoor,967,15530,986,166
5402,07/18/2008,07/19/2008,Gardening and Outdoor,608,42232,911,151
5403,09/23/2013,11/10/2013,Gardening and Outdoor,605,23660,853,292
5404,06/22/2013,08/14/2013,Gardening and Outdoor,656,48119,994,274
5405,08/10/2013,09/02/2013,Gardening and Outdoor,938,7446,847,219
5406,06/20/2013,07/28/2013,Gardening and Outdoor,807,2522,863,273
5407,06/07/2013,06/26/2013,Gardening and Outdoor,930,13328,999,262
5408,04/04/2012,04/11/2012,Gardening and Outdoor,610,42616,900,298
5409,03/26/2009,04/23/2009,Gardening and Outdoor,931,26947,962,232
5410,12/12/2009,01/05/2010,Gardening and Outdoor,945,31444,975,259
5411,09/03/2011,10/26/2011,Gardening and Outdoor,693,17017,848,252
5412,09/20/2012,09/25/2012,Gardening and Outdoor,718,13342,987,263
5413,02/01/2012,02/15/2012,Gardening and Outdoor,910,22200,820,240
5414,12/07/2013,12/31/2013,Gardening and Outdoor,848,14851,966,157
5415,09/11/2008,09/13/2008,Gardening and Outdoor,960,15620,819,278
5416,10/02/2013,10/16/2013,Gardening and Outdoor,637,37681,939,194
5417,08/11/2012,08/29/2012,Gardening and Outdoor,776,3167,824,197
5418,01/21/2010,02/28/2010,Gardening and Outdoor,641,29163,936,179
5419,08/05/2006,09/11/2006,Gardening and Outdoor,639,19254,889,274
5420,11/13/2012,11/16/2012,Gardening and Outdoor,875,41011,898,197
5421,10/18/2010,11/06/2010,Gardening and Outdoor,623,34823,808,154
5422,10/08/2012,11/18/2012,Gardening and Outdoor,970,24991,923,289
5423,05/19/2011,05/31/2011,Gardening and Outdoor,790,17321,817,179
5424,07/20/2014,08/05/2014,Gardening and Outdoor,754,11597,939,149
5425,09/28/2007,10/22/2007,Gardening and Outdoor,815,36292,899,197
5426,01/06/2009,01/20/2009,Gardening and Outdoor,733,46366,967,170
5427,10/27/2014,11/17/2014,Gardening and Outdoor,854,17047,960,179
5428,09/16/2009,11/04/2009,Gardening and Outdoor,836,6277,909,217
5429,05/26/2007,06/16/2007,Gardening and Outdoor,856,15662,913,256
5430,03/18/2006,04/30/2006,Gardening and Outdoor,685,33161,942,248
5431,11/28/2008,12/20/2008,Gardening and Outdoor,927,6439,860,293
5432,01/03/2014,03/02/2014,Gardening and Outdoor,736,6483,836,252
5433,12/24/2008,01/30/2009,Gardening and Outdoor,848,14901,867,226
5434,09/18/2006,10/24/2006,Gardening and Outdoor,763,38869,893,153
5435,11/01/2013,12/10/2013,Gardening and Outdoor,850,24196,952,208
5436,07/22/2007,07/30/2007,Gardening and Outdoor,894,11561,981,155
5437,10/02/2014,10/30/2014,Gardening and Outdoor,731,8313,853,157
5438,01/30/2008,03/16/2008,Gardening and Outdoor,585,6714,943,198
5439,06/15/2012,07/10/2012,Gardening and Outdoor,735,27098,854,195
5440,01/20/2009,02/08/2009,Gardening and Outdoor,597,14760,911,203
5441,06/18/2010,06/22/2010,Gardening and Outdoor,748,41309,819,270
5442,08/11/2006,08/14/2006,Gardening and Outdoor,900,43576,996,184
5443,10/22/2009,11/15/2009,Gardening and Outdoor,793,33422,963,171
5444,03/22/2006,04/20/2006,Gardening and Outdoor,860,32574,820,297
5445,10/07/2007,12/01/2007,Gardening and Outdoor,781,15932,933,186
5446,05/24/2012,06/17/2012,Gardening and Outdoor,670,18332,894,275
5447,11/17/2013,01/05/2014,Gardening and Outdoor,834,10213,877,255
5448,02/02/2013,03/01/2013,Gardening and Outdoor,911,8506,967,248
5449,07/07/2011,08/02/2011,Gardening and Outdoor,573,38828,805,180
5450,01/18/2009,01/22/2009,Gardening and Outdoor,642,14472,970,257
5451,07/21/2007,08/02/2007,Gardening and Outdoor,945,12091,992,272
5452,01/22/2014,03/05/2014,Gardening and Outdoor,873,49784,935,251
5453,10/06/2011,11/05/2011,Gardening and Outdoor,901,29377,827,226
5454,04/23/2014,06/20/2014,Gardening and Outdoor,946,41972,965,188
5455,08/22/2009,09/25/2009,Gardening and Outdoor,737,4261,950,234
5456,06/17/2014,07/06/2014,Gardening and Outdoor,893,26269,862,247
5457,02/22/2014,04/02/2014,Gardening and Outdoor,907,16299,910,214
5458,01/11/2006,02/01/2006,Gardening and Outdoor,701,43399,951,281
5459,12/17/2006,01/22/2007,Gardening and Outdoor,871,3520,928,171
5460,04/11/2013,05/04/2013,Gardening and Outdoor,781,40451,842,189
5461,07/15/2006,07/18/2006,Gardening and Outdoor,610,31720,965,253
5462,09/28/2014,11/19/2014,Gardening and Outdoor,938,33357,834,149
5463,03/21/2013,05/03/2013,Gardening and Outdoor,860,38429,823,259
5464,06/08/2007,06/16/2007,Gardening and Outdoor,624,27979,899,206
5465,03/18/2013,04/30/2013,Gardening and Outdoor,663,36414,877,224
5466,09/01/2006,09/04/2006,Gardening and Outdoor,890,19130,984,206
5467,10/13/2008,11/15/2008,Gardening and Outdoor,633,28122,997,234
5468,08/31/2007,09/09/2007,Gardening and Outdoor,583,48735,896,154
5469,08/23/2014,10/01/2014,Gardening and Outdoor,900,8088,874,154
5470,07/20/2014,08/05/2014,Gardening and Outdoor,711,37589,855,178
5471,12/16/2012,01/10/2013,Gardening and Outdoor,628,23481,805,171
5472,02/07/2014,02/18/2014,Gardening and Outdoor,736,23766,841,281
5473,07/25/2014,08/13/2014,Gardening and Outdoor,603,23537,868,227
5474,11/26/2010,12/08/2010,Gardening and Outdoor,798,31858,898,216
5475,02/01/2007,02/08/2007,Gardening and Outdoor,915,18481,902,189
5476,08/21/2008,10/08/2008,Gardening and Outdoor,833,26701,807,223
5477,02/06/2013,03/20/2013,Gardening and Outdoor,927,32210,818,263
5478,01/26/2009,03/24/2009,Gardening and Outdoor,869,33394,816,185
5479,07/29/2014,09/06/2014,Gardening and Outdoor,661,19722,902,288
5480,11/17/2014,01/15/2015,Gardening and Outdoor,651,4718,947,216
5481,10/30/2009,11/30/2009,Gardening and Outdoor,775,42211,820,195
5482,10/08/2012,11/23/2012,Gardening and Outdoor,726,30346,899,181
5483,11/26/2009,01/05/2010,Gardening and Outdoor,922,41042,943,249
5484,02/18/2013,04/13/2013,Gardening and Outdoor,839,48872,985,179
